school_name,MPCP_count,RPCP_count,WPCP_count,SNSP_count,ALL_STUDENTS_count,school_year,dpi_true_id
A Promise of Hope Academy,64,NA,NA,NA,64,2016-17,0000_1701
Abundant Life Christian School,NA,NA,16,NA,249,2019-20,0000_1300
Academy of Excellence,796,0,0,NA,816,2016-17,0000_1652
Academy of Excellence,803,2,1,NA,813,2017-18,0000_1652
Academy of Excellence,866,0,9,NA,886,2018-19,0000_1652
Academy of Excellence,860,0,12,NA,872,2019-20,0000_1652
All Saints Grade School,NA,NA,19,NA,40,2019-20,0000_1294
Aquinas Academy - Menomonee Falls,17,NA,15,NA,126,2019-20,0000_0857
Aquinas Catholic Schools,NA,NA,109,NA,929,2016-17,NA
Aquinas Catholic Schools,NA,NA,141,NA,962,2017-18,NA
Aquinas Catholic Schools,NA,NA,156,23,970,2018-19,NA
Aquinas Catholic Schools,NA,NA,159,26,951,2019-20,NA
Assumption Catholic Schools,NA,NA,57,NA,428,2016-17,0000_1198
Assumption Catholic Schools,NA,NA,62,NA,402,2017-18,0000_1198
Assumption Catholic Schools,NA,NA,112,NA,391,2018-19,0000_1198
Assumption Catholic Schools,NA,NA,120,5,390,2019-20,0000_1198
Assumption of the Blessed Virgin Mary School,NA,NA,15,NA,63,2018-19,0000_0090
Assumption of the Blessed Virgin Mary School,NA,NA,23,NA,62,2019-20,0000_0090
"Atlas Preparatory Academy, Inc.",693,NA,NA,NA,693,2016-17,0000_1263
"Atlas Preparatory Academy, Inc.",719,NA,NA,NA,719,2017-18,0000_1263
"Atlas Preparatory Academy, Inc.",707,NA,NA,NA,707,2018-19,0000_1263
"Atlas Preparatory Academy, Inc.",607,NA,NA,NA,607,2019-20,0000_1263
Atonement Lutheran School,304,NA,NA,NA,315,2016-17,0000_1301
Atonement Lutheran School,308,NA,NA,NA,323,2017-18,0000_1301
Atonement Lutheran School,366,NA,2,NA,371,2018-19,0000_1301
Atonement Lutheran School,396,NA,4,NA,404,2019-20,0000_1301
"Bader Hillel High, Inc.",25,NA,4,0,42,2019-20,0000_1791
Badger State Baptist School,47,8,2,NA,87,2017-18,0000_0105
Badger State Baptist School,45,7,4,NA,83,2018-19,0000_0105
Badger State Baptist School,44,11,6,NA,107,2019-20,0000_0105
Bay City Christian School,NA,NA,11,NA,75,2016-17,0000_0120
Bay City Christian School,NA,NA,44,NA,115,2017-18,0000_0120
Bay City Christian School,NA,NA,108,NA,175,2018-19,0000_0120
Bay City Christian School,NA,NA,138,NA,206,2019-20,0000_0120
Beautiful Savior Lutheran School,1,NA,3,NA,47,2016-17,0000_1115
Beautiful Savior Lutheran School,3,NA,7,NA,57,2017-18,0000_1115
Beautiful Savior Lutheran School,1,NA,9,9,68,2018-19,0000_1115
Beautiful Savior Lutheran School,0,NA,22,13,77,2019-20,0000_1115
Believers in Christ Christian Academy,245,NA,NA,NA,254,2016-17,0000_1303
Believers in Christ Christian Academy,213,NA,NA,NA,219,2017-18,0000_1303
Believers in Christ Christian Academy,212,NA,NA,NA,216,2018-19,0000_1303
Believers in Christ Christian Academy,229,NA,NA,NA,230,2019-20,0000_1303
Bethany Lutheran School,NA,0,24,NA,79,2019-20,0000_1297
Bethlehem Evangelical Lutheran School,NA,NA,NA,4,273,2018-19,0000_0210
Bethlehem Evangelical Lutheran School - Menomonee Falls,NA,NA,NA,21,283,2019-20,0000_0210
Bethlehem Lutheran School,NA,NA,16,NA,153,2016-17,0000_0230
Bethlehem Lutheran School,NA,NA,26,NA,148,2017-18,0000_0230
Bethlehem Lutheran School,NA,NA,41,NA,137,2018-19,0000_0230
Bethlehem Lutheran School - Sheboygan,NA,NA,56,NA,169,2019-20,0000_0230
Blessed Sacrament Catholic School,179,NA,NA,NA,184,2016-17,0000_1304
Blessed Sacrament Catholic School,174,NA,NA,NA,179,2017-18,0000_1304
Blessed Sacrament Catholic School,177,NA,NA,NA,181,2018-19,0000_1304
Blessed Sacrament Catholic School,160,NA,NA,NA,163,2019-20,0000_1304
Blessed Savior Catholic School,579,NA,NA,NA,587,2016-17,0000_1507
Blessed Savior Catholic School,553,NA,NA,NA,558,2017-18,0000_1507
Blessed Savior Catholic School,496,NA,3,NA,506,2018-19,0000_1507
Blessed Savior Catholic School,487,NA,8,NA,502,2019-20,0000_1507
Burlington Catholic School,NA,NA,54,NA,405,2019-20,0000_5890
"Calvary's Christian Academy, School of the Arts",59,NA,NA,NA,61,2016-17,0000_1558
"Calvary's Christian Academy, School of the Arts",96,NA,2,NA,98,2017-18,0000_1558
Calvary Baptist Christian School,NA,NA,25,NA,103,2017-18,0000_0268
Calvary Baptist Christian School,NA,NA,50,NA,136,2018-19,0000_0268
Calvary Baptist Christian School,NA,NA,63,NA,148,2019-20,0000_0268
"Carter's Christian Academy, Inc.",276,NA,NA,NA,285,2016-17,0000_1382
"Carter's Christian Academy, Inc.",366,NA,NA,NA,375,2017-18,0000_1382
"Carter's Christian Academy, Inc.",273,NA,NA,NA,275,2018-19,0000_1382
"Carter's Christian Academy, Inc.",355,NA,NA,NA,360,2019-20,0000_1382
Catholic Central High School,NA,NA,2,NA,131,2016-17,0000_0307
Catholic Central High School - Burlington,NA,0,7,NA,125,2017-18,0000_0307
Catholic Central High School - Burlington,NA,0,16,NA,128,2018-19,0000_0307
Catholic Central High School - Burlington,NA,0,23,NA,136,2019-20,0000_0307
Catholic East Elementary,186,NA,NA,NA,249,2016-17,0000_0309
Catholic East Elementary,192,NA,NA,NA,253,2017-18,0000_0309
Catholic East Elementary,190,NA,6,0,249,2018-19,0000_0309
Catholic East Elementary,187,NA,7,NA,238,2019-20,0000_0309
Catholic Memorial High School of Waukesha Inc,NA,NA,42,NA,665,2016-17,0000_0310
"Catholic Memorial High School of Waukesha, Inc.",NA,NA,58,NA,636,2017-18,0000_0310
"Catholic Memorial High School of Waukesha, Inc.",NA,NA,70,NA,604,2018-19,0000_0310
"Catholic Memorial High School of Waukesha, Inc.",NA,NA,63,NA,589,2019-20,0000_0310
Celebration Lutheran School,NA,NA,6,NA,55,2018-19,0000_1175
Celebration Lutheran School,NA,NA,16,NA,61,2019-20,0000_1175
Central Wisconsin Christian School,NA,NA,31,NA,266,2016-17,0000_8650
Central Wisconsin Christian School,NA,NA,54,NA,293,2017-18,0000_8650
Central Wisconsin Christian School,NA,NA,81,17,311,2018-19,0000_8650
Central Wisconsin Christian School,NA,NA,94,24,322,2019-20,0000_8650
CERT School,NA,6,NA,NA,6,2016-17,0000_1698
CERT School,0,5,NA,NA,5,2017-18,0000_1743
CERT School,13,5,NA,NA,18,2018-19,0000_1743
CERT School,23,9,NA,0,32,2019-20,0000_1743
"Chesterton Academy of Milwaukee, Inc.",NA,NA,6,NA,35,2019-20,0000_1734
Chilton Area Catholic School,NA,NA,7,NA,83,2017-18,0000_0330
Chilton Area Catholic School,NA,NA,12,NA,78,2018-19,0000_0330
Chilton Area Catholic School,NA,NA,20,NA,95,2019-20,0000_0330
Christ Child Academy,NA,NA,29,NA,134,2019-20,0000_0346
Christ St Peter Lutheran School,229,NA,0,0,233,2016-17,0000_1305
Christ St. Peter Lutheran School,212,NA,NA,0,218,2017-18,0000_1305
Christ St. Peter Lutheran School,200,NA,1,2,206,2018-19,0000_1305
Christ St. Peter Lutheran School,204,NA,8,3,221,2019-20,0000_1305
Christian Faith Academy of Higher Learning,102,NA,NA,NA,106,2016-17,0000_1384
Christian Faith Academy of Higher Learning,85,NA,NA,NA,85,2017-18,0000_1384
Christian Faith Academy of Higher Learning,58,NA,NA,NA,59,2018-19,0000_1384
Christian Faith Academy of Higher Learning,69,NA,NA,NA,69,2019-20,0000_1384
Clara Mohammed School,200,NA,NA,NA,208,2016-17,0000_1044
Clara Mohammed School,200,NA,NA,NA,200,2017-18,0000_1044
Clara Mohammed School,205,NA,NA,NA,205,2018-19,0000_1044
Clara Mohammed School,200,NA,NA,NA,200,2019-20,0000_1044
Columbus Catholic Schools,NA,NA,54,NA,455,2016-17,0000_0430
Columbus Catholic Schools,NA,NA,90,NA,448,2017-18,0000_0430
Columbus Catholic Schools,NA,NA,132,NA,472,2018-19,0000_0430
Columbus Catholic Schools,NA,NA,161,NA,502,2019-20,0000_0430
Community Christian School of Baraboo,NA,NA,52,NA,102,2018-19,0000_1615
Community Christian School of Baraboo,NA,NA,72,NA,119,2019-20,0000_1615
Concordia Lutheran School,NA,124,NA,11,201,2016-17,0000_0441
Concordia Lutheran School,NA,153,NA,14,219,2017-18,0000_0441
Concordia Lutheran School,NA,154,NA,24,221,2018-19,0000_0441
Concordia Lutheran School,NA,165,NA,24,234,2019-20,0000_0441
Coulee Christian School,NA,NA,57,NA,163,2019-20,0000_0436
Cristo Rey Jesuit Milwaukee High School,220,NA,NA,NA,234,2016-17,0000_1712
Cristo Rey Jesuit Milwaukee High School,307,NA,3,NA,325,2017-18,0000_1712
Cristo Rey Jesuit Milwaukee High School,362,NA,8,NA,392,2018-19,0000_1712
Cristo Rey Jesuit Milwaukee High School,368,NA,13,NA,398,2019-20,0000_1712
Cross Trainers Academy,284,NA,NA,NA,284,2017-18,0000_1489
Cross Trainers Academy,338,NA,NA,6,344,2018-19,0000_1489
Cross Trainers Academy,350,NA,NA,17,367,2019-20,0000_1489
CrossTrainers Academy,263,NA,NA,NA,263,2016-17,0000_1489
Crown of Life Christian Academy,NA,NA,36,15,114,2019-20,0000_1784
"Crown of Life Christian Academy, Inc.",NA,NA,NA,12,98,2018-19,0000_1784
Destiny High School,285,NA,NA,NA,286,2016-17,0000_1491
Destiny High School,276,NA,NA,NA,279,2017-18,0000_1491
Destiny High School,256,NA,NA,NA,256,2018-19,0000_1491
Destiny High School,253,NA,NA,NA,253,2019-20,0000_1491
Divine Destiny School,153,NA,NA,NA,156,2016-17,0000_1702
Divine Destiny School,143,NA,NA,NA,143,2017-18,0000_1702
Divine Destiny School,155,NA,NA,NA,155,2018-19,0000_1702
Divine Destiny School,125,NA,NA,NA,125,2019-20,0000_1702
Divine Mercy School,28,NA,2,NA,145,2016-17,0000_7870
Divine Mercy School,42,NA,5,NA,162,2017-18,0000_7870
Divine Mercy School,44,NA,22,NA,177,2018-19,0000_7870
Divine Mercy School,33,NA,38,NA,175,2019-20,0000_7870
Divine Redeemer Lutheran School,NA,NA,13,2,291,2016-17,0000_0500
Divine Redeemer Lutheran School,NA,NA,24,5,297,2017-18,0000_0500
Divine Redeemer Lutheran School,NA,NA,26,8,278,2018-19,0000_0500
Divine Redeemer Lutheran School,NA,NA,41,16,283,2019-20,0000_0500
Divine Savior Catholic School,NA,NA,8,NA,76,2017-18,0000_8310
Divine Savior Catholic School,NA,NA,10,5,75,2018-19,0000_8310
Divine Savior Catholic School,NA,NA,16,4,79,2019-20,0000_8310
Divine Savior Holy Angels High School,95,NA,NA,NA,694,2016-17,0000_0510
Divine Savior Holy Angels High School,94,NA,NA,NA,687,2017-18,0000_0510
Divine Savior Holy Angels High School,108,NA,NA,NA,694,2018-19,0000_0510
Divine Savior Holy Angels High School,117,NA,NA,NA,696,2019-20,0000_0510
Dominican High School,117,NA,3,NA,353,2016-17,0000_0530
Dominican High School,114,NA,4,NA,337,2017-18,0000_0530
Dominican High School,94,NA,8,NA,333,2018-19,0000_0530
Dominican High School,88,NA,11,NA,333,2019-20,0000_0530
Early View Academy of Excellence,272,NA,NA,NA,273,2016-17,0000_1158
Early View Academy of Excellence,263,NA,NA,NA,272,2017-18,0000_1158
Early View Academy of Excellence,331,NA,NA,NA,332,2018-19,0000_1158
Early View Academy of Excellence,332,NA,NA,NA,332,2019-20,0000_1158
Eastbrook Academy,207,NA,NA,NA,379,2016-17,0000_1218
Eastbrook Academy,178,NA,NA,NA,340,2017-18,0000_1218
Eastbrook Academy,184,NA,10,NA,342,2018-19,0000_1218
Eastbrook Academy,218,NA,18,NA,330,2019-20,0000_1218
El Puente High School,84,NA,NA,28,112,2019-20,0000_1631
Elm Grove Lutheran School,33,NA,4,NA,96,2016-17,0000_0600
Elm Grove Lutheran School,34,NA,7,NA,104,2017-18,0000_0600
Elm Grove Lutheran School,36,NA,8,NA,90,2018-19,0000_0600
Elm Grove Lutheran School,47,NA,10,NA,105,2019-20,0000_0600
Emanuel Lutheran School,NA,NA,16,NA,165,2016-17,0000_0604
Emanuel Lutheran School,NA,NA,31,NA,182,2017-18,0000_0604
Emanuel Lutheran School,NA,NA,45,NA,203,2018-19,0000_0604
Emanuel Lutheran School,NA,NA,46,NA,199,2019-20,0000_0604
EverGreen Academy,NA,291,NA,NA,294,2016-17,0000_1681
EverGreen Academy,NA,317,NA,NA,325,2017-18,0000_1681
EverGreen Academy,NA,350,NA,NA,358,2018-19,0000_1681
EverGreen Academy,NA,392,NA,NA,408,2019-20,0000_1681
Faith Christian Academy - Wausau,NA,NA,49,NA,142,2018-19,0000_1523
Faith Christian Academy - Wausau,NA,NA,67,NA,173,2019-20,0000_1523
Faith Christian School - Coleman,NA,NA,20,NA,85,2017-18,0000_0647
Faith Christian School - Coleman,NA,NA,41,NA,92,2018-19,0000_0647
Faith Christian School - Coleman,NA,NA,51,NA,97,2019-20,0000_0647
Faith Lutheran School - Fond du Lac,NA,NA,72,NA,245,2019-20,0000_0652
First Evangelical Lutheran School,NA,NA,8,NA,31,2016-17,0000_0675
First Evangelical Lutheran School,NA,NA,12,NA,36,2017-18,0000_0675
First Evangelical Lutheran School,NA,NA,11,NA,25,2018-19,0000_0675
First Evangelical Lutheran School,NA,NA,11,NA,24,2019-20,0000_0675
First German Evangelical Lutheran Grade School,NA,NA,25,NA,80,2019-20,0000_0680
First Immanuel Lutheran School,5,NA,6,NA,293,2016-17,0000_0690
First Immanuel Lutheran School,10,NA,8,NA,284,2017-18,0000_0690
First Immanuel Lutheran School,11,NA,25,NA,311,2018-19,0000_0690
First Immanuel Lutheran School,8,NA,29,NA,292,2019-20,0000_0690
Fond du Lac Christian School,NA,NA,10,NA,92,2017-18,0000_8260
Fond du Lac Christian School,NA,NA,30,NA,94,2018-19,0000_8260
Fond du Lac Christian School,NA,NA,33,NA,76,2019-20,0000_8260
Fox Valley Lutheran High School,NA,NA,90,NA,583,2016-17,0000_0700
Fox Valley Lutheran High School,NA,NA,124,NA,618,2017-18,0000_0700
Fox Valley Lutheran High School,NA,NA,169,NA,655,2018-19,0000_0700
Fox Valley Lutheran High School,NA,NA,198,NA,683,2019-20,0000_0700
Friedens Lutheran School,NA,4,72,NA,147,2016-17,0000_0730
Friedens Lutheran School,NA,2,72,NA,132,2017-18,0000_0730
Friedens Lutheran School,NA,3,86,NA,129,2018-19,0000_0730
Friedens Lutheran School,NA,16,88,NA,142,2019-20,0000_0730
Garden Homes Lutheran School,251,NA,NA,NA,253,2016-17,0000_0740
Garden Homes Lutheran School,252,NA,NA,NA,253,2017-18,0000_0740
Garden Homes Lutheran School,247,NA,NA,NA,251,2018-19,0000_0740
Garden Homes Lutheran School,258,NA,NA,NA,264,2019-20,0000_0740
Good Shepherd's Lutheran School - West Allis,31,NA,4,NA,109,2016-17,0000_0790
Good Shepherd's Lutheran School - West Allis,26,NA,7,NA,105,2017-18,0000_0790
Good Shepherd's Lutheran School - West Allis,27,NA,5,NA,99,2018-19,0000_0790
Good Shepherd's Lutheran School - West Allis,33,NA,7,NA,106,2019-20,0000_0790
Good Shepherd Evangelical Lutheran School - West Bend,NA,NA,18,NA,212,2016-17,0000_0780
Good Shepherd Evangelical Lutheran School - West Bend,NA,NA,20,NA,216,2017-18,0000_0780
Good Shepherd Evangelical Lutheran School - West Bend,NA,NA,27,2,197,2018-19,0000_0780
Good Shepherd Evangelical Lutheran School - West Bend,NA,NA,33,6,233,2019-20,0000_0780
Good Shepherd Lutheran School - Watertown,NA,NA,11,NA,80,2016-17,0000_0768
Good Shepherd Lutheran School - Watertown,NA,NA,26,NA,111,2017-18,0000_0768
Good Shepherd Lutheran School - Watertown,NA,NA,45,NA,133,2018-19,0000_0768
Good Shepherd Lutheran School - Watertown,NA,NA,54,NA,149,2019-20,0000_0768
Grace Christian Academy,172,NA,18,NA,262,2016-17,0000_1088
Grace Christian Academy,168,NA,23,NA,260,2017-18,0000_1088
Grace Christian Academy - West Allis,138,NA,29,NA,219,2018-19,0000_1088
Grace Christian Academy - West Allis,139,NA,26,NA,216,2019-20,0000_1088
Grace Lutheran School,49,NA,18,NA,227,2016-17,0000_0818
Grace Lutheran School - Menomonee Falls,49,NA,19,NA,225,2017-18,0000_0818
Grace Lutheran School - Menomonee Falls,56,NA,15,NA,212,2018-19,0000_0818
Grace Lutheran School - Menomonee Falls,54,NA,16,NA,207,2019-20,0000_0818
Grace Lutheran School - Oak Creek,11,3,4,NA,57,2018-19,0000_0825
Grace Lutheran School - Oak Creek,11,6,13,NA,70,2019-20,0000_0825
Grace Lutheran School - Oshkosh,NA,NA,35,NA,133,2019-20,0000_0830
Granville Lutheran School,237,NA,NA,2,244,2016-17,0000_1165
Granville Lutheran School,239,NA,NA,3,249,2017-18,0000_1165
Granville Lutheran School,265,NA,NA,4,269,2018-19,0000_1165
Granville Lutheran School,257,NA,4,6,268,2019-20,0000_1165
Greater Holy Temple Christian Academy,691,NA,NA,NA,691,2016-17,0000_1345
Greater Holy Temple Christian Academy,628,NA,NA,NA,628,2017-18,0000_1345
Greater Holy Temple Christian Academy,613,NA,NA,NA,618,2018-19,0000_1345
Greater Holy Temple Christian Academy,567,NA,NA,NA,567,2019-20,0000_1345
Green Bay Adventist Junior Academy,NA,NA,4,NA,31,2017-18,0000_8120
Green Bay Adventist Junior Academy,NA,NA,12,NA,36,2018-19,0000_8120
Green Bay Adventist Junior Academy,NA,NA,15,NA,35,2019-20,0000_8120
Green Bay Area Catholic Education - East,NA,NA,114,NA,578,2016-17,NA
Green Bay Area Catholic Education - East,NA,NA,190,NA,638,2017-18,NA
Green Bay Area Catholic Education - East,NA,NA,287,NA,685,2018-19,NA
Green Bay Area Catholic Education - East,NA,NA,355,NA,717,2019-20,NA
Green Bay Area Catholic Education - South,NA,NA,35,NA,743,2016-17,NA
Green Bay Area Catholic Education - South,NA,NA,51,NA,727,2017-18,NA
Green Bay Area Catholic Education - South,NA,NA,55,NA,690,2018-19,NA
Green Bay Area Catholic Education - South,NA,NA,64,NA,675,2019-20,NA
Green Bay Area Catholic Education - West,NA,NA,27,NA,413,2016-17,NA
Green Bay Area Catholic Education - West,NA,NA,46,NA,436,2017-18,NA
Green Bay Area Catholic Education - West,NA,NA,48,NA,409,2018-19,NA
Green Bay Area Catholic Education - West,NA,NA,65,NA,428,2019-20,NA
Green Bay Trinity Lutheran School,NA,NA,39,NA,92,2018-19,0000_1371
Green Bay Trinity Lutheran School,NA,NA,42,NA,94,2019-20,0000_1371
Guidance Academy,123,0,11,NA,185,2018-19,0000_1731
Guidance Academy,156,0,21,NA,221,2019-20,0000_1731
Hales Corners Lutheran School,48,NA,16,NA,396,2016-17,0000_0840
Hales Corners Lutheran School,56,NA,18,NA,390,2017-18,0000_0840
Hales Corners Lutheran School,64,NA,33,NA,403,2018-19,0000_0840
Hales Corners Lutheran School,74,NA,47,NA,404,2019-20,0000_0840
Heritage Christian Schools,194,NA,73,3,550,2016-17,0000_0848
Heritage Christian Schools,200,NA,95,4,548,2017-18,0000_0848
Heritage Christian Schools,207,NA,136,9,558,2018-19,0000_0848
Heritage Christian Schools,182,NA,169,15,552,2019-20,0000_0848
Hickman Academy Preparatory School,276,NA,NA,NA,276,2016-17,0000_1101
Hickman Academy Preparatory School,264,NA,NA,NA,264,2017-18,0000_1101
High Point Christian School,NA,NA,NA,5,217,2018-19,0000_0855
High Point Christian School,NA,NA,62,13,242,2019-20,0000_0855
Hillel Academy,64,NA,6,NA,126,2016-17,0000_0856
Hillel Academy,70,NA,13,NA,144,2017-18,0000_0856
Hillel Academy,83,NA,22,3,151,2018-19,0000_0856
Hillel Academy,73,NA,30,9,151,2019-20,0000_0856
Holy Family School,NA,NA,NA,3,199,2016-17,NA
Holy Family School,NA,NA,NA,3,176,2017-18,NA
Holy Family School,NA,NA,NA,3,174,2018-19,NA
Holy Family School - Brillion,NA,NA,16,NA,57,2019-20,0000_6280
Holy Family School - Whitefish Bay,NA,NA,NA,7,162,2019-20,0000_1050
Holy Redeemer Christian Academy,398,NA,NA,NA,446,2016-17,0000_1180
Holy Redeemer Christian Academy,372,NA,NA,NA,385,2017-18,0000_1180
Holy Redeemer Christian Academy,393,NA,NA,NA,398,2018-19,0000_1180
Holy Redeemer Christian Academy,345,NA,NA,NA,359,2019-20,0000_1180
Holy Rosary Catholic School,NA,NA,NA,1,70,2016-17,NA
Holy Rosary Catholic School - Kewaunee,NA,NA,8,NA,70,2018-19,0000_1250
Holy Rosary Catholic School - Kewaunee,NA,NA,15,NA,74,2019-20,0000_1250
Holy Rosary Catholic School - Medford,NA,NA,12,1,65,2017-18,0000_1220
Holy Rosary Catholic School - Medford,NA,NA,16,1,73,2018-19,0000_1220
Holy Rosary Catholic School - Medford,NA,NA,19,5,78,2019-20,0000_1220
Holy Trinity School,NA,NA,4,NA,28,2019-20,0000_1355
Holy Wisdom Academy,242,NA,NA,NA,246,2016-17,0000_2850
Holy Wisdom Academy,230,NA,NA,NA,235,2017-18,0000_2850
Holy Wisdom Academy,232,NA,NA,NA,238,2018-19,0000_2850
Holyland Catholic School,NA,NA,5,NA,60,2018-19,0000_0447
Holyland Catholic School,NA,NA,5,NA,60,2019-20,0000_0447
Hope Christian High School,305,NA,NA,NA,305,2016-17,0000_1408
Hope Christian High School,271,NA,NA,NA,271,2017-18,0000_1408
HOPE Christian High School,278,NA,NA,NA,278,2018-19,0000_1408
HOPE Christian High School,261,NA,NA,NA,261,2019-20,0000_1408
Hope Christian School: Caritas,238,NA,NA,NA,238,2016-17,0000_1703
Hope Christian School: Caritas,334,NA,NA,NA,334,2017-18,0000_1703
HOPE Christian School: Caritas,434,NA,NA,NA,434,2018-19,0000_1703
HOPE Christian School: Caritas,493,NA,NA,NA,493,2019-20,0000_1703
Hope Christian School: Fidelis,196,NA,NA,NA,196,2016-17,0000_1729
Hope Christian School: Fidelis,329,NA,NA,NA,329,2017-18,0000_1729
HOPE Christian School: Fidelis,408,NA,NA,NA,408,2018-19,0000_1729
HOPE Christian School: Fidelis,483,NA,NA,NA,484,2019-20,0000_1729
Hope Christian School: Fortis,490,NA,NA,NA,490,2016-17,0000_1439
Hope Christian School: Fortis,505,NA,NA,NA,505,2017-18,0000_1439
HOPE Christian School: Fortis,507,NA,NA,NA,507,2018-19,0000_1439
HOPE Christian School: Fortis,495,NA,NA,NA,495,2019-20,0000_1439
Hope Christian School: Prima,572,NA,NA,NA,572,2016-17,0000_1315
Hope Christian School: Prima,568,NA,NA,NA,568,2017-18,0000_1315
HOPE Christian School: Prima,575,NA,NA,NA,576,2018-19,0000_1315
HOPE Christian School: Prima,573,NA,NA,NA,574,2019-20,0000_1315
Hope Christian School: Semper,384,NA,NA,NA,384,2016-17,0000_1656
Hope Christian School: Semper,408,NA,NA,NA,408,2017-18,0000_1656
HOPE Christian School: Semper,391,NA,NA,NA,391,2018-19,0000_1656
HOPE Christian School: Semper,418,NA,NA,NA,422,2019-20,0000_1656
Hope Christian School: Via,NA,163,NA,NA,165,2016-17,0000_1711
Hope Christian School: Via,NA,287,NA,NA,288,2017-18,0000_1711
HOPE Christian School: Via,NA,320,NA,NA,320,2018-19,0000_1711
HOPE Christian School: Via,NA,380,NA,NA,380,2019-20,0000_1711
Immanuel Lutheran School - Brookfield,120,NA,13,2,292,2016-17,0000_1568
Immanuel Lutheran School - Brookfield,132,NA,8,3,307,2017-18,0000_1568
Immanuel Lutheran School - Brookfield,147,NA,23,24,338,2018-19,0000_1568
Immanuel Lutheran School - Brookfield,150,NA,29,33,350,2019-20,0000_1568
Immanuel Lutheran School - Sheboygan,NA,NA,10,NA,61,2016-17,0000_1587
Immanuel Lutheran School - Sheboygan,NA,NA,17,NA,60,2017-18,0000_1587
Immanuel Lutheran School - Sheboygan,NA,NA,28,NA,60,2018-19,0000_1587
Immanuel Lutheran School - Sheboygan,NA,NA,18,NA,21,2019-20,0000_1587
Immanuel Lutheran School - Wisc Rapids,NA,NA,22,NA,148,2016-17,0000_1560
Immanuel Lutheran School - Wisconsin Rapids,NA,NA,43,NA,152,2017-18,0000_1560
Immanuel Lutheran School - Wisconsin Rapids,NA,NA,84,NA,174,2018-19,0000_1560
Immanuel Lutheran School - Wisconsin Rapids,NA,NA,94,5,181,2019-20,0000_1560
Institute of Technology and Academics,259,NA,NA,NA,262,2016-17,0000_1527
Institute of Technology and Academics,269,NA,NA,NA,270,2017-18,0000_1527
Institute of Technology and Academics,316,NA,NA,NA,316,2018-19,0000_1527
Institute of Technology and Academics,316,NA,NA,NA,319,2019-20,0000_1527
Jo's Learning Academy,53,NA,NA,NA,55,2016-17,0000_1684
Jo's Learning Academy,47,NA,NA,NA,47,2017-18,0000_1684
Jo's Learning Academy,46,NA,NA,NA,50,2018-19,0000_1684
Jo's Learning Academy,40,NA,NA,NA,40,2019-20,0000_1684
John Paul II Academy,NA,157,NA,NA,207,2016-17,0000_2620
John Paul II Academy,NA,190,NA,NA,222,2017-18,0000_2620
Kettle Moraine Lutheran High School,9,NA,78,NA,427,2016-17,0000_1630
Kettle Moraine Lutheran High School,13,NA,82,NA,452,2017-18,0000_1630
Kettle Moraine Lutheran High School,15,NA,98,11,487,2018-19,0000_1630
Kettle Moraine Lutheran High School,17,NA,105,16,508,2019-20,0000_1630
"King's Academy, Inc",201,NA,NA,NA,202,2016-17,0000_1221
"King's Academy, Inc.",199,NA,NA,NA,201,2017-18,0000_1221
"King's Academy, Inc.",209,NA,NA,NA,210,2018-19,0000_1221
"King's Academy, Inc.",201,NA,NA,NA,203,2019-20,0000_1221
Kingdom Prep Lutheran High School,52,NA,NA,NA,53,2018-19,0000_1774
Kingdom Prep Lutheran High School,96,NA,1,NA,103,2019-20,0000_1774
Lake Country Lutheran High School,NA,NA,7,9,309,2016-17,0000_1214
Lake Country Lutheran High School,NA,NA,17,9,323,2017-18,0000_1214
Lake Country Lutheran High School,NA,NA,25,13,373,2018-19,0000_1214
Lake Country Lutheran High School,NA,NA,33,14,387,2019-20,0000_1214
Lakeside Lutheran High School,NA,NA,25,NA,401,2016-17,0000_1640
Lakeside Lutheran High School,NA,NA,53,NA,411,2017-18,0000_1640
Lakeside Lutheran High School,NA,NA,78,NA,430,2018-19,0000_1640
Lakeside Lutheran High School,NA,NA,103,NA,406,2019-20,0000_1640
Lamb of God Ev Lutheran School,8,NA,10,NA,54,2019-20,0000_8730
Lighthouse Christian School,NA,NA,47,8,94,2016-17,0000_1417
Lighthouse Christian School,NA,NA,81,11,147,2017-18,0000_1417
Lighthouse Christian School,NA,NA,112,17,187,2018-19,0000_1417
Lighthouse Christian School,NA,NA,121,19,199,2019-20,0000_1417
Living Word Lutheran High School,21,NA,8,NA,202,2018-19,0000_1368
Living Word Lutheran High School,26,NA,18,4,219,2019-20,0000_1368
Lourdes Academy,NA,NA,67,NA,587,2016-17,0000_8015
Lourdes Academy,NA,NA,91,NA,578,2017-18,0000_8015
Lourdes Academy,NA,NA,133,NA,587,2018-19,0000_8015
Lourdes Academy,NA,NA,142,NA,546,2019-20,0000_8015
Luther High School - Onalaska,NA,NA,14,NA,240,2018-19,0000_1670
Luther High School - Onalaska,NA,NA,37,NA,247,2019-20,0000_1670
Luther Preparatory School,9,0,28,NA,416,2017-18,0000_2042
Luther Preparatory School,26,0,61,NA,417,2018-19,0000_2042
Luther Preparatory School,23,1,87,NA,403,2019-20,0000_2042
Lutheran High School Association of Racine,NA,134,NA,NA,234,2016-17,0000_2370
Lutheran High School Association of Racine,NA,145,NA,NA,246,2017-18,0000_2370
Lutheran High School Association of Racine,NA,163,NA,NA,264,2018-19,0000_2370
